"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"85","14","1",4,8,5,9,3,13,12,13,8,6,11,16,11,15,14,38,68,121,189,42,24,22.2222222222222,12.6984126984127,64.021164021164,35.978835978836
"86","14","2",8,6,5,10,7,9,10,8,6,10,11,8,9,10,9,13,65,77,142,21,20,14.7887323943662,14.0845070422535,54.2253521126761,45.7746478873239
"87","14","3",7,5,7,5,7,14,9,7,5,7,14,10,5,10,6,8,61,68,129,15,28,11.6279069767442,21.7054263565891,52.7131782945736,47.2868217054264
"88","14","4",10,8,9,6,11,11,4,7,8,7,14,4,4,7,7,7,68,59,127,17,25,13.3858267716535,19.6850393700787,46.4566929133858,53.5433070866142
"89","14","5",3,7,9,7,8,15,7,6,7,9,14,6,8,5,6,4,63,61,124,7,29,5.64516129032258,23.3870967741935,49.1935483870968,50.8064516129032
"90","14","6",11,2,6,2,2,23,9,3,2,6,19,10,6,6,3,3,60,56,116,14,42,12.0689655172414,36.2068965517241,48.2758620689655,51.7241379310345
"91","15","1",19,12,13,9,12,15,7,14,12,10,14,12,10,10,13,23,101,107,208,42,29,20.1923076923077,13.9423076923077,51.4423076923077,48.5576923076923
"92","15","2",3,1,0,2,0,3,2,19,1,1,3,19,2,19,19,86,30,153,183,89,6,48.6338797814208,3.27868852459016,83.6065573770492,16.3934426229508
"93","15","3",0,0,3,3,2,6,3,14,0,6,6,14,4,14,15,79,33,139,172,79,12,45.9302325581395,6.97674418604651,80.8139534883721,19.1860465116279
"94","15","4",1,2,5,2,5,6,1,10,2,5,5,9,2,9,10,49,33,93,126,50,11,39.6825396825397,8.73015873015873,73.8095238095238,26.1904761904762
"95","15","5",0,1,1,3,1,5,7,13,1,3,5,17,3,17,13,61,32,122,154,61,10,39.6103896103896,6.49350649350649,79.2207792207792,20.7792207792208
"96","15","6",0,0,1,3,0,8,1,13,0,4,7,11,4,10,13,63,26,115,141,63,15,44.6808510638298,10.6382978723404,81.5602836879433,18.4397163120567
"97","16","1",80,4,4,1,3,6,2,0,4,1,5,1,2,0,0,0,103,13,116,80,11,68.9655172413793,9.48275862068965,11.2068965517241,88.7931034482759
"98","16","2",19,7,8,5,6,8,9,3,6,6,6,7,6,5,2,3,65,44,109,22,14,20.1834862385321,12.8440366972477,40.3669724770642,59.6330275229358
"99","16","3",2,2,2,4,2,3,5,4,3,4,3,5,5,5,5,18,27,48,75,20,6,26.6666666666667,8,64,36
"100","16","4",2,4,2,3,3,2,3,1,4,1,3,1,2,2,1,2,22,17,39,4,5,10.2564102564103,12.8205128205128,43.5897435897436,56.4102564102564
"101","16","5",0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,5,6,11,0,2,0,18.1818181818182,54.5454545454545,45.4545454545455
"102","16","6",0,0,1,0,1,1,1,1,1,1,1,2,1,2,2,2,8,12,20,2,2,10,10,60,40
"103","17","1",0,0,0,2,0,2,0,9,0,2,2,7,1,7,8,177,13,207,220,177,4,80.4545454545455,1.81818181818182,94.0909090909091,5.90909090909091
"104","17","2",0,0,0,1,0,0,0,4,0,1,0,3,1,3,4,212,5,227,232,212,0,91.3793103448276,0,97.8448275862069,2.1551724137931
"105","17","3",0,0,0,3,0,0,1,4,0,2,0,2,2,3,4,188,9,203,212,188,0,88.6792452830189,0,95.7547169811321,4.24528301886792
"106","17","4",1,2,1,2,1,1,0,12,2,1,1,10,2,10,12,128,20,169,189,129,2,68.2539682539683,1.05820105820106,89.4179894179894,10.5820105820106
"107","17","5",0,2,0,7,0,2,6,11,2,5,2,10,7,10,12,120,29,170,199,120,4,60.3015075376884,2.01005025125628,85.427135678392,14.572864321608
"108","17","6",0,1,0,2,0,3,4,9,1,1,3,11,2,11,9,45,19,86,105,45,6,42.8571428571429,5.71428571428571,81.9047619047619,18.0952380952381
"109","18","1",45,5,5,3,4,3,3,2,6,3,2,2,4,1,2,2,73,22,95,47,5,49.4736842105263,5.26315789473684,23.1578947368421,76.8421052631579
"110","18","2",34,7,2,6,4,1,7,0,8,1,2,1,5,2,0,0,64,19,83,34,3,40.9638554216867,3.6144578313253,22.8915662650602,77.1084337349398
"111","18","3",17,8,9,2,11,8,2,1,8,3,10,1,0,3,1,0,61,26,87,17,18,19.5402298850575,20.6896551724138,29.8850574712644,70.1149425287356
"112","18","4",44,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,53,2,55,44,0,80,0,3.63636363636364,96.3636363636364
"113","18","5",29,6,9,0,8,2,0,1,5,3,1,1,1,0,1,0,57,13,70,29,3,41.4285714285714,4.28571428571429,18.5714285714286,81.4285714285714
"114","18","6",24,8,7,4,6,6,5,1,7,3,5,2,4,2,1,0,62,26,88,24,11,27.2727272727273,12.5,29.5454545454545,70.4545454545455
"115","19","1",3,4,4,11,3,5,6,24,4,11,4,19,13,18,25,83,62,178,240,86,9,35.8333333333333,3.75,74.1666666666667,25.8333333333333
"116","19","2",22,13,9,8,11,20,6,11,14,4,21,9,7,10,11,14,103,90,193,36,41,18.6528497409326,21.2435233160622,46.6321243523316,53.3678756476684
"117","19","3",53,18,18,4,17,5,6,1,19,3,4,3,5,2,1,0,125,37,162,53,9,32.7160493827161,5.55555555555556,22.8395061728395,77.1604938271605
"118","19","4",42,7,5,4,6,10,4,3,7,2,11,3,3,4,3,2,84,35,119,44,21,36.9747899159664,17.6470588235294,29.4117647058824,70.5882352941177
"119","19","5",39,9,10,2,10,8,1,1,10,3,8,0,2,0,1,0,83,24,107,39,16,36.4485981308411,14.9532710280374,22.4299065420561,77.5700934579439
